अध्यायः,वक्ता,विषयः,श्लोकः,Page,Ketu,Matter,#,Match?,External,
केत्वद्भुतावर्तः,वृद्धगर्गः,एषामुदये पूर्वनिमित्तानि,उत्पातैरीदृशैर्घोरैर्दृश्यद्भिरनिशं ततः। याम्यानां क्षुद्भयं विन्द्यात् केतूनां केतुशास्त्रवित्॥२०२,285,,,,,उत्पातैरीदृशैर्घोरैर्व्यावृत्तिभिरसम्भवम् (?)। यस्य चाहितयं ब्रूयात् केतूनां केतुशास्त्रवित् ॥३०॥878,
केत्वद्भुतावर्तः,वराहसंहिता,वसाकेत्वादीनां लक्षणं फलानि च,उदगायतो महान् स्निग्धमूर्त्तिरपरोदयी वसाकेतु:।सद्य: करोति मरकं सुभिक्षमत्युत्तमं  कुरुते॥२०३,285,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,वसाकेत्वादीनां लक्षणं फलानि च,तल्लक्षणोऽस्थिकेतुः स तु रूक्ष: क्षुद्भयावह: प्रथित: । स्निग्धस्तादृक् प्राच्यां शस्त्राख्यो डमरमरकाय॥२०४,286,,,,,तल्लक्षणोऽस्थिकेतुः स तु रूक्षः क्षुद्भयावहः प्रोक्तः। स्निग्धस्तादृक् प्राच्या शस्त्राख्यो डमरमरकाय॥30॥,
केत्वद्भुतावर्तः,पराशरः,,"तत्र वसाकेतुः स्निग्धो महानुदगायतशिखस्त्रिंशद्वर्षशतं प्रोष्य सम्प्लवेषु, पश्चिमेनोदितः स सद्योऽमरकफलः सौभिक्षकरः। रूक्षोऽस्थिकेतुरसौभिक्षकरस्तुल्यप्रवासकालफलः। पूर्वेण स्निग्ध एव शस्त्रकेतुः शस्त्रवृत्तराजविरोधमरकफलः समो रूक्षः - इति।२०५",286,३ केतवः,,,,लोके सुभिक्षं कुरुते जनमारप्रदं तथा । अन्यो राज्ञां विरोधं च प्रजा क्षपयते भृशम् ॥१६॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,उदगायतो महान् स्निग्धो वारुण्यामुदितो निशि। वसाकेतुरिति ख्यातः सद्यो मरककारकः॥२०६,286,वसाकेतुः,,,,शिखामपरुषां कृत्वा नभसः प्रविमृश्यते (?) । वसाकेतुरिति ख्यातो योऽसौ पूर्वप्रकीर्तितः ॥१८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,स दृष्ट एव कुरुते सौभिक्षमिति चोत्तमम्। उग्रये शिखया भीमो दक्षिणेन नताग्रया॥२०७,286,वसाकेतुः,,,,सुदृष्ट एष पृथिवीमाप्लावयति दारुणम् । रूक्षया शिखया भीमो दक्षिणेनानयश्रयः (?)॥१९॥ ,
केत्वद्भुतावर्तः,वृद्धगर्गः,,अस्थिकेतर्जनान् हन्याद्दुर्भिक्षमरकाग्निभिः। स दृष्ट एव पृथिवीमाप्लावयति वारिणा ॥२०८,286,अस्थिकेतुः,,,,"अस्थिकेतुर्जगद्धन्याद्दुर्भिक्षमरकादिभिः । रूक्षया शिखयात्यर्थं क्षतजा दुःप्रकाशया ॥२०॥868
स दृष्ट एव पृथिवीमाप्लावयति दारुणम् । रूक्षया शिखया भीमो दक्षिणेनानयश्रयः (?)॥१९॥ ",
केत्वद्भुतावर्तः,वृद्धगर्गः,,रूक्षया शिखयाऽत्वर्थं क्षतजार्द्रप्रकाशया । शस्त्रकेतुर्भवेत् प्राच्यां शस्त्रमृत्युकरो महान् ॥२०९,286,शसत्रकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरेषां उदितानां मृत्युसुतानां फलम्,निकटालयसंस्था ये ये च उत्तरवासिनः। चतुष्पथनिकेताश्च पुरत्रयनिवासिनः॥२१०,287,,,,,निष्कुलादर्थिनो ये च ये च चत्वारवासिनः। चतुष्पथनिकेताश्च पुरभ्रमनिवासिनः ॥२३॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरेषां उदितानां मृत्युसुतानां फलम्,एते चान्ये च बीभत्साः पुरुषादा निशाचराः। लोकानन्तर्हिता घ्नन्ति केतवो मृत्युसम्भवाः॥२११,287,,,,,एतामन्यांश्च बीभत्सान् पुरुषादान् निशाचरान् । सर्वान् निहन्ति तान् नित्यं केतवो मृत्युसम्भवाः ॥२४॥,
केत्वद्भुतावर्तः,वराहसंहिता,वसादिकेतूनामुदयानन्तरं अमृतस्य कुमुदकेतोरुदयः,कुमुद इति कुमुदकान्तिर्वारुण्यां प्राक्शिखे निशामेकाम्। दृष्टः सुभिक्षमतुलं दश किल वर्षाणि स करोति॥२१२,287,कुमुदकेतुः,,,,कुमुद इति कुमुदकान्तिर्वारुण्यां प्राक्शिखो निशामेकाम्। दृष्टः सुभिक्षमतुलं दश किल वर्षाणि स करोति।।43॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,तेषां कर्मफलस्यान्ते प्रफुल्लकुमुदप्रभः। नामतः परिसङ्ख्यातः कुमुदः सम्प्रदृश्यते॥२१३,287,कुमुदकेतुः,,,,तेषां कर्मसमाप्ते तु प्रलुप्ते कनकः प्रभो।समाः पूर्वं विसङ्ख्यातां कुमुदः संप्रदृश्यते ॥३१॥ ,
केत्वद्भुतावर्तः,वृद्धगर्गः,,पश्चिमेनोदितः श्रीमान् शिखां कृत्वातिसुप्रभाम्। याम्यैः केतुभिरातप्तं लोकमाश्वासयन्निव॥२१४,287,कुमुदकेतुः,,,,पश्चिमेनोदितः श्रीमान् शिखां कृत्वा सुखप्रदाम् । याम्ये केतुभिरातप्तं लोकमाश्वसयन्ति च ॥३२॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,शङ्खगोक्षीरमुक्ताभां पूर्वेणाभिहतां शिखाम् । दर्शयित्वा निशामेकां ततो गच्छत्यदर्शनम्॥२१५,287,कुमुदकेतुः,,,,शङ्खगोक्षीरमुक्ताभां पूर्वेणैवानतां शिखाम् । दर्शयित्वा शिखामेतां ततो गच्छत्यदर्शनम् ॥३३॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,सुभिक्षं जायते चात्र विरुध्यन्ते च पार्थिवाः। ज्वरा नानाविधाश्चात्र भवन्ति प्रबला नृणाम् ॥२१६,287,कुमुदकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,,पाण्डुरोगः प्रतिश्यायो मुखरोगावरोधकः। महिवान् वारणान् मत्स्यान् वराहानथ सारसान्॥२१७,287,कुमुदकेतुः,,,,पाण्डुरोगप्रतिश्यायो मुखरोगेण मेचकः। माहिषान् वारुणान् मत्स्यान् वराहान् बकसारसान् ॥३५॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,,मर्कटान् मकरान् नक्रानन्यांस्तोयचरानथ । सर्वान् प्रतापयत्येतान् कुतुः कुमुदसम्भवः । दशवर्षाणि वा प्राहुः फलं मासांश्च षोडश॥२१८,287,कुमुदकेतुः,,,,मार्गरान् मकरान्नक्त्रानन्यास्तोयचरांस्तथा । पौरानुमतमुख्यानां केतुः कुमुदसुप्रभः ॥३६॥,
केत्वद्भुतावर्तः,पराशरः,,तत्र कुमुदकेतुर्वसाकेतुचारसमाप्तौ वारुण्यां दर्शनमुपैति । गोक्षीरविमलस्निग्धप्रभां पूर्वेणाभिनतां शिखां कृत्वैकरात्रं चरन् स दृष्ट एव सुभिक्षमुत्पादयति दशवर्षाणि प्रजानामविरोधात्। प्रतीच्यां च मुखरोगावरोधकप्रतिश्यायपाण्डुरोगज्वरैः प्रजां बाधते - इति॥२१९,288,कुमुदकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,ततः कुमुदकेतोस्तु व्यतीतेमलदर्शने। द्वादशादित्यसम्भूतः केतुरन्यः प्रदृश्यते॥२२०,288,कपालकेतुः,,,, ततः कुमुदकेतोश्च व्यतीते फलदर्शने । द्वादशादित्यसम्भूतः केतुरन्यः प्रदृश्यते॥३७॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,एकादश तु ये प्रोक्ता द्वादशादित्यसम्भवाः। तेषामप्युत्तरः केतुः स धूमार्चिः प्रदृश्यते॥२२१,288,कपालकेतुः,,,,एकादश तु ये प्रोक्ता द्वादशादित्यसप्रभाः। तेषामत्यन्तमार्कं तु सधूमार्चिः प्रदृश्यते॥३८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,पञ्चभिः पञ्चदशभिर्वर्षाणां पञ्चभिः शतैः। पुरस्तात्त्रिषु पक्षेषु गतेषु प्रतिदृश्यते॥२२२,289,कपालकेतुः,,,,पञ्चभिः पञ्चदशकैर्वर्षाणां चापरे शते । पुरस्तात् त्रिषु पक्षेषु गतेषु प्रतिपद्यते ॥३९॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,निर्घातपांशुवर्षाद्यैः पूर्वरूपैः सुदारुणैः। कपालकेतुरूपेण कालो दर्शयते दिवि॥२२३,289,कपालकेतुः,,,,पांसुवर्षतमोवर्षैः पूर्वरूपैः सुदारुणैः । कपालकेतुरूपेण कालो दर्शयते दिवि ॥४०॥888,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,स दृष्ट एव दुर्भिक्षमनावृष्टिं प्रजाक्षयम्। शस्त्रव्याधिभयं मृत्युं करोत्येव सुदारुणम्॥२२४,289,कपालकेतुः,,,,स दृष्ट एव दुर्भिक्षमनावृष्टिं करोति च । शस्त्रव्याधिभयं मृत्युं करोत्येष सुदारुणः॥४१॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,यावद्दर्शयते मासांस्तावद्वर्षाणि बाधते। त्रिभागं नभसश्चार्धं गत्वा प्रतिनिवर्तते॥२२५,289,कपालकेतुः,,,,यावद्दर्शयते मासांस्तावद्वर्षाणि बाधते त्रिभागं नभसश्चोर्ध्वं गत्वा प्रतिनिवर्तते ॥४२॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अपरकपालकेतोरुदयः,प्रस्थार्धे उभयोरर्धं कृत्वैवमनयं तदा । कृतकर्मा भवत्येव प्रजार्धमुपयुज्य च॥२२६,289,कपालकेतुः,,,,प्रस्थकाढकयोरेवं कृत्वा समहवां तदा। कृतकृत्या भवन्त्येव प्रजातमुपयुज्य च॥४३॥,
केत्वद्भुतावर्तः,पराशरः,अमावास्यायामस्योदयः,११.६ आदित्यजानां कपालकेतुरुदयते। अमावास्यायां पूर्वस्यां दिशि सधूमार्चिःशिखो नभोविषयार्धे चरन् दृश्यते। पञ्चविंशतिवर्षशतं प्रोष्य त्रींश्च पक्षानमृतजस्य कुमुदकेतोश्चारान्ते स दृष्ट एव दुर्भिक्षानावृष्टिव्याधि भयमृत्यूपद्रवान् जनयति । यावतो मासान् (दिवसान्) दृश्यते तावतो मासान् मासैर्वत्सरान् सप्तपञ्चप्रस्थं च शारदधान्यस्यार्धं कृत्वा प्रजानामर्धमुपयुङ्क्ते॥ २२७,289,कपालकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,दृश्योऽमावास्यायां कपालकेतुः स धूमताम्रशिख: । प्राङ्नभसोऽर्धविचारी क्षुन्मरकावृष्टिरोगकर:॥२२८,290,कपालकेतुः,,,,दृश्योऽमावास्यायां कपालकेतुः सधूम्ररश्मिशिखः। प्रानभसोऽर्द्धविचारी क्षुन्मरकावृष्टिरोगकरः॥31॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,आदित्यजानामदृश्यकेतूनां फलम्,तेषामेकादशानां तु ये चापि दश केतवः। अनेनैकेन विख्याता नामतः फलतस्तथा॥२२९,290,अदृश्यकेतुः,,,,अत ऊर्ध्वं प्रवक्ष्यामि विस्तरेणापि केतवः । अनेनैकेन व्याख्यातः कर्मतः फलतस्तथा ॥४४॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,आदित्यजानामदृश्यकेतूनां फलम्,तेऽपि रूक्षाभया ख्याता वनस्थाः पर्वताश्रयाः। कीटाः पतङ्गाः कण्टस्था वृश्चिका नकुलाः खगाः॥२३०,290,अदृश्यकेतुः,,,,तेऽपि भूमिशयान् पातान् अदृश्यान् पर्वताश्रितान् । कीटान् पतङ्गान्नणुस्थान् वृश्चिकानपि शोषकान्। एतानन्यानि धींश्चान्यानन्तरिक्षगतांस्तथा॥४५॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,आदित्यजानामदृश्यकेतूनां फलम्,एते नानाविधा लोकान् विषवीर्यपराक्रमाः। केतवो घ्नन्ति भूमिष्ठानन्तरिक्षचरांस्तथा॥२३१,290,अदृश्यकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,मणिशिखस्य केतोरुदयः,अस्य च प्रतिषेधार्थं कपालस्योपहिंसतः। केतुर्मणिशिखः श्रीमान् पश्चिमेनोदयिष्यति॥२३२,290,मणिशिखः,,,rise in W,अन्यं च प्रतिषेधार्थं कपालस्योपसंहृतम्। केतुकर्मशिवे श्रीमान् पश्चिमेनोदयिष्यति॥४६॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,मणिशिखस्य केतोरुदयः,उत्थानसमये चास्य पूर्वरूपाणि लक्षयेत्। पूर्वरूपैर्हि शक्यः स्याद्विज्ञातुमुदितो ग्रहः॥२३३,290,मणिशिखः,,,,उत्थानसमये चास्य पूर्वरूपाणि कल्पयेत्।पूर्वरूपेऽभिषक्यं च विज्ञातमुदितो ग्रहः ॥४८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,मणिशिखस्य केतोरुदयः,स्निग्धजीमूतजालौघैः सम्पतद्भिरितस्ततः। स्रावद्भिर्वै सहस्राक्षो वर्षेणार्दयते जनान् ॥२३४,291,मणिशिखः,,,,स्निग्धजीमूतजातो यैः सम्पतद्भिरितस्ततः।स्तुवद्भित्वात् सहस्राक्षो वर्षेणान्वयते जनम् ॥४९॥897,
केत्वद्भुतावर्तः,वृद्धगर्गः,मणिशिखस्य केतोरुदयः,न किञ्चिदपसव्यं स्यान्न किञ्चिदशुभं तथा । श्रूयते दृश्यते चापि तस्य दर्शनलक्षणैः॥२३५,291,मणिशिखः,,,,न किंचिदपि सव्यं स्यान्न किंचिदशुभं तथा ।श्रूयते दृश्यते वापि तस्य दर्शनलक्षणैः ॥५०॥,
केत्वद्भुतावर्तः,पराशरः,,११.७ मणिकेतुरपि कपालकेतोश्वारावसाने प्रतीच्यामुदयन्नुपतापयति। प्रसूक्ष्मो अरुन्धतीतारकमात्रः क्षीरप्रतीकाशया पूर्वाभिनतया स्तब्धया स्निग्धया शिखया शर्वर्यामेकमदृश्यः। स उदयात्प्रभृति अर्धपञ्चमान् मासान् क्षेमसुभिक्षमुत्पादयति । क्षुद्रजन्तुप्रादुर्भावं करोत्यतिमात्रकालदृष्टः इति॥ २३६,291,मणिशिखः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,सकृदेकयामदृश्यः सुसूक्षमतारोऽपरेण मणिकेतु:।  ॠज्वी शिखाऽस्य दुश्या स्तनोद्गता क्षीरधारेव ॥२३७,291,मणिशिखः,,,,सकृदेकयामदृश्यः सुसूक्ष्मतारोऽपरेण मणिकेतुः। ऋज्वी शिखास्य शुक्ला स्तनोद्गता क्षीरधारेव॥44॥,
केत्वद्भुतावर्तः,वराहसंहिता,,उदयन्नेव सुभिक्षं चतुरो मासान् करोत्यसौ सार्धान् । प्रदुर्भावं प्रय: करोति स क्षुद्रजन्तूनाम् ॥२३८,291,मणिशिखः,,,,उदयन्नेव सुभिक्षं चतुरो मासान् करोत्यसौ सार्द्धान्। प्रादुर्भावं प्रायः करोति च क्षुद्रजन्तूनाम्॥45॥,
केत्वद्भुतावर्तः,काशिका,क्षुद्रजन्तुलक्षणम्,क्षुद्रजन्तुरनस्थिः स्यादथवा क्षुद्र एव यः। शतं वा प्रसवो येषां केचिदानकुलादपि॥२३९,292,मणिशिखः,,,,क्षुद्रजन्तुरनस्थिः स्यादथवा क्षुद्र एव यः । शतं वा प्रसृतिर्येषां केचिदानकुलादपि ॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,रात्रियामत्रयोपरि दर्शनं सार्धचतुर्वर्षाणि सुभिक्षक्षेमादिकं,यातेषु त्रिषु यामेषु दर्शयत्यनिमित्ततः। अरुन्धतीसमश्चापि सूक्ष्मत्वाद्रूपतः स्मृतः॥२४०,292,मणिशिखः,,,,धेतुस्निग्धां शुभं कृत्वा याममेकं प्रदृश्यते। रात्र्याश्च त्रिषु यामेषु दर्शयन्ति निमित्ततः॥४७॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,रात्रियामत्रयोपरि दर्शनं सार्धचतुर्वर्षाणि सुभिक्षक्षेमादिकं,तनुस्निग्धां शिखां कृत्वा याममेकं प्रदर्शयेत्। एवं वर्षाणि चत्वारि पक्षान् द्वादश चापरान्। सुभिक्षं क्षेममारोग्यं कुरुते नभसि स्थितः॥२४१,292,मणिशिखः,,,,धेतुस्निग्धां शुभं कृत्वा याममेकं प्रदृश्यते। रात्र्याश्च त्रिषु यामेषु दर्शयन्ति निमित्ततः॥४७॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,याममात्रातिरिक्तकालदृष्टस्य फलम्,नानाव्यालसमाकीर्णाः सरीसृपसमाकुलाः। जानीयात्ताः समाः सर्वा माक्षिकादंशसङ्कुलाः॥२४२,292,मणिशिखः,,,,नानान्यत्र समाकर्ण्य सरीसृपसमाकुलम् । भवत्यन्नं परारोग्यं नित्यं चैवाथ रोचके ॥५२॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,याममात्रातिरिक्तकालदृष्टस्य फलम्,भवत्यन्नमनास्वाद्यं नित्यं चैवाथ रोचकम् । केतौ मणिशिखे दृष्टे प्रजानामिति निर्दिशेत्॥२४३,292,मणिशिखः,,,,भवत्यन्नं परारोग्यं नित्यं चैवाथ रोचके। केतोर्मणिशिवे दृश्ये प्रजानामपि निर्दिशेत् ॥५३॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतोरुदयः,दक्षयज्ञे तु रुद्रस्य क्रोधाद्ये चाभिनिस्सृताः। तेषामेकादशानां तु केतुरेकः प्रदृश्यते॥२४४,293,कलिकेतुः,,,,ऋक्षयज्ञे तु रुद्रस्य क्रोधाद्ये चापि निर्मिताः । तेषामेव दशानां तु केतुरेकः प्रदृश्यते॥५४॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतोरुदयः,अष्टादशेषु पक्षेषु शतैश्चान्यैस्त्रिभिर्गतः। वर्षाणां दारुणाकारः कलिकेतुः प्रदृश्यते॥२४५,293,कलिकेतुः,,,,अष्टादशसु पक्षेषु सितैश्चान्यैस्त्रिभिर्गतिः । एवं पृष्टो महातेजा गर्गस्तैरृषिभिस्तदा ॥५५॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अस्योदये पूर्वरूपाणि,पूर्वरूपाणि चाग्नेये रौद्रे चाऽपि निशामय। अपसव्यानि सर्वाणि न तु कश्चित् प्रदक्षिणः॥२४६,293,कलिकेतुः,,,,पूर्वरूपाणि चाज्ञेये रौद्रा चापि निशामये । अपसव्यानि सर्वाणि न तु किञ्चित् प्रदक्षिणम् ॥६६॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अस्योदये पूर्वरूपाणि,सधूमा दारुणाकारा ज्वलदङ्गारसप्रभाः। ताराः पतन्ति गगनान्निर्घातोल्का दिशो दश॥२४७,293,कलिकेतुः,,,,सधूमांशोऽक्षलांगारां दिवि सूर्यमिति द्रुताः । पतन्ति शास्त्रना चोऽल्का सनिर्घाता दिशो दश ॥६८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अस्योदये पूर्वरूपाणि,एतैरेतादृशैर्घोरैः पूर्वरूपैः सुदारुणैः। केतोरुदय आचष्टे कलिरन्य उपस्थितः॥२४८,293,कलिकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,कलिकेतुलक्षणं,प्राग्वैश्वानरमार्गे शूलाभः श्यावरूसक्षताम्रार्चि:। नभसस्त्रिभागगामी रौद्र इति कपालतुल्यफल: ॥२४९,293,कलिकेतुः,,,,प्राग्वैश्वानरमार्गे शूलाग्रः श्यावरूक्षताम्रार्चिः। नभसस्त्रिभागगामी रौद्र इति कपालतुल्यफलः॥32॥,
केत्वद्भुतावर्तः,पराशरः,कलिकेतुलक्षणं,अथ दक्षयज्ञे रुद्रक्रोधोद्भवः कलिकेतुस्त्रीणि वर्षशतानि नव मासान् प्रोष्योदयते । पूर्वेण वैश्वानरपथेऽमृतजस्य मणिकेतोश्चारान्ते श्यावरूक्षताम्रारुणां शूलाग्राकारसदृशीं शिखां कृत्वा नभसस्त्रिभागचारी शस्त्रभयरोगदुर्भिक्षानावृष्टिमरकैर्विद्रावयन् दिशान्तेऽदृश्यते । यावान्मासान् दरश्यते तावद्वर्षाणि त्रिभागशेषां प्रजां कृत्वाऽर्घं च शारदधान्याष्टाढकं व्रजति - इति।२५०,294,कलिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,ज्येष्ठामूलानुराधासु या वीथी सम्प्रकीर्तिता । तां वीथीं समुपारुह्य केतुः सङ्क्रीडते भृशम्॥२५१,294,कलिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,दक्षिणाभिनतां कृत्वा शिखां घोरां भयङ्करीम्। शूलाग्रसदृशीं तीक्ष्णां श्यावताम्रारुणप्रभाम्॥२५२,294,कलिकेतुः,,,,दक्षिणे मरुतौ कृत्वा शिखां घोरां भयंकराम् । शूलाग्रसदृशीं तीक्ष्णां स्याच ताम्रारुणप्रभाम्॥५८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,पूर्वेणोदयते चैष नक्षत्राण्युपधूपयन्। प्रजासु सृजते घोरं फलं मासं त्रयोदशे ॥२५३,294,कलिकेतुः,,,,पूर्वेणोदयते चैव नक्षत्राण्यवधूमयेत् ।प्रजामुत्सृजते घोरं फलं मासे त्रयोदशे ॥५८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,त्रिभागं नभसो गत्वा ततो गच्छत्यदर्शनम्। यवतो दिवासांस्तिष्ठेत्तावद्वर्षाणि तद्भयम्॥२५४,294,कलिकेतुः,,,,त्रिभागं नभसो गत्वा ततोमव्यक्तदर्शनम् ।यावतो दिवसास्तिष्ठेत् तावद्वर्षाणि तद्भयम् ॥६०॥908,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,शस्त्राणि भयरोगैश्च दुर्भिक्षमरकैर्हता। शीर्यमाणाः प्रजासतत्र विद्रवन्ति दिशो दश॥२५५,294,कलिकेतुः,,,,शस्त्राग्निभयविध्वस्ता दुर्भिक्षमरकाहताः ।पूर्णमानाः प्रजास्तावद्विद्रवन्ति दिशो दश ॥६१॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,कलिकेतुर्यदाचैष पूर्वेणोदयते शिखी। कृत्तिकस्वपि चाग्नेय पश्चिमेन प्रदृश्यते॥२५६,294,कलिकेतुः,,,,कलिकेतुर्यदा तेषां पूर्वेणोदयते शिखी ।कृत्तिकास्वपि चाज्ञेयं पश्चिमेन प्रदृश्यते॥६२॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,तावुभौ दर्शयित्वातु कर्म कृत्वा सुदारुणम्। प्रजाक्षयकरैर्घोरैर्गच्छतोस्तमनं सः॥२५७,295,कलिकेतुः,,,,तावुभौ दर्शयित्वा तु कर्म कृत्वा सुदारुणम् । प्रजाक्षयकरो घोरो गच्छेतास्तमनं सह ॥६३॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,शरद्धान्याढगे चार्घं कृत्वाष्टौ स महाकृतिः। क्षपयित्वा जगत्कृत्स्नं विनिवृत्तौ ततस्तुतौ॥२५८,295,कलिकेतुः,,,,शरद्धान्याढके चार्द्ध कृत्वा तौ सुमहद्युती । रूपयित्वा जगत् सर्वं ततस्तौ विनिसर्पतः ॥७०॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,तयोरन्तर्हिता ये च केतवो नभसि स्थिताः । यद्यद्घ्नन्ति वोशेषेण तत्तच्छृणुत शास्त्रतः॥२५९,295,कलिकेतुः,,,,तयोरन्तर्हिता ये च केतवो नभसि स्थिताः ।सद्यघ्रास्त्र्यवशेषेण ततः शृणु ततस्ततः ॥६४॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,अजातमेव कार्पासमजापमतसीशणम् । हन्यात्पशूनथच्छागान् नागान् केसरिणस्तथा॥२६०,295,कलिकेतुः,,,,अजात एव मासं समजातमतसीगणम् । केतुः पशूनां छागानां नागानां केसराणि च ॥६४॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,कलिकेतुलक्षणं,एतानेवं विधांश्चैव केतवोन्तर्हिता दिवि। घ्नन्ति रौद्रास्तथाग्नेया रौद्रसत्वाश्रितान् जनान् ॥२६१,295,कलिकेतुः,,,,एतामेवं विधांश्चान्याश्चरतां तर्हितोनिशम् । विघ्नं रौद्रास्तथा ज्ञेया दृश्यशुद्धा नभस्थले॥६५॥914,
केत्वद्भुतावर्तः,वृद्धगर्गः,परममृतजस्य शङ्खकेतोरुदयः,तयोस्तु द्वादशे पक्षे वर्षे चाष्टादशे गते । शिखया स्निग्धया स्निग्धः प्रदक्षिणनताग्रया॥२६२,295,शङ्खकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,परममृतजस्य शङ्खकेतोरुदयः,मुक्ताहाराभया श्रीमानालोकं परतो व्रजेत्। नव मासान् स सौभिक्षं दृश्यमानं करोति वै॥२६३,296,शङ्खकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,परममृतजस्य शङ्खकेतोरुदयः,आरोग्यं जनवृद्धिश्च दर्शनादस्य वर्धते। यज्ञोत्सवसमृद्धा च तदा भवति मेदिनी॥२६४,296,शङ्खकेतुः,,,,तदार्थ प्रतिकी कारी तदा षोडशकानपि । यज्ञात् सर्व समृद्धा च तदा भवति मेदिनी ॥७४॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,परममृतजस्य शङ्खकेतोरुदयः,एतैर्निमित्तैर्विज्ञेयः प्रजानां भावनः शुभः। लोकोद्योतकरः श्रीमान् शङ्खकेतुरिहोदितः॥२६५,296,शङ्खकेतुः,,,,एतैर्निमित्तैर्विज्ञेयः प्रजानां भावनं शुभम् । लोकोद्योतकरः श्रीमान् सत्रोकेतुरिति स्मृतः ॥७५॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,"चलकेतोरुदयः, पूर्वनिमित्तानि",पैतामहानां सप्तानां चलकेतुः प्रदृश्यते। प्रपातैः पञ्चदशभिः शतैः संवत्सरैर्दिवि॥२६६,296,चलकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,"चलकेतोरुदयः, पूर्वनिमित्तानि",उत्थाने चास्य लिङ्गानि यथावदुपधारयेत्। अनिष्टमशुभं तुच्छं नदन्ति मृगपक्षिणः॥२६७,296,चलकेतुः,,,,उत्थाने चास्य लिङ्गानि यथावदुपधारयेत् । अनिष्टमशुभं रूक्षं वदन्ति मृगपक्षिणः ॥७७॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,"चलकेतोरुदयः, पूर्वनिमित्तानि",अन्योन्यमभिसंरब्धाः पुरुषाः पुरुषैः सह। विग्रहं दारुणं यान्ति राजानश्च परस्परम् ॥२६८,296,चलकेतुः,,,,अन्योन्यमभिसंरुद्धं परुषाः परुषैर्ग्रहैः । विग्रहं दारुणं शान्तं राजानश्च परस्परम् ॥७८॥,
